Airline Name,Flight Number,Plane Model,Boarding Time,Departure Time,Gate Number,Destination
WestJet,PD552,ATR 72,04:20:00,04:22:00,3,New York
Air Canada,PD547,Embraer E190,04:21:00,04:23:00,4,Boston
Air Canada,PD137,ATR 72,04:21:00,04:24:00,5,Montreal
Air Canada,PD773,Embraer E190,04:22:00,04:23:00,6,Boston
WestJet,PD453,ATR 72,04:24:00,04:25:00,1,Montreal
Porter Airlines,PD816,Embraer E190,04:24:00,04:26:00,2,Chicago
Porter Airlines,PD961,ATR 72,04:24:00,04:26:00,3,Boston
Porter Airlines,PD770,Embraer E190,04:25:00,04:28:00,4,New York
Porter Airlines,PD569,ATR 72,04:25:00,04:28:00,5,Boston
WestJet,PD439,Embraer E190,04:26:00,04:28:00,6,Montreal
WestJet,PD715,ATR 72,04:28:00,04:30:00,1,Ottawa
Air Canada,PD297,Embraer E190,04:28:00,04:29:00,2,New York
Air Canada,PD880,ATR 72,04:28:00,04:31:00,3,Washington
Porter Airlines,PD866,Embraer E190,04:29:00,04:31:00,4,New York
Porter Airlines,PD805,ATR 72,04:29:00,04:32:00,5,Boston
WestJet,PD404,Embraer E190,04:30:00,04:32:00,6,Washington
Porter Airlines,PD876,ATR 72,04:32:00,04:34:00,1,Ottawa
WestJet,PD403,Embraer E190,04:32:00,04:34:00,2,Ottawa
Air Canada,PD884,ATR 72,04:32:00,04:35:00,3,Ottawa
Porter Airlines,PD275,Embraer E190,04:33:00,04:36:00,4,New York
Porter Airlines,PD594,ATR 72,04:33:00,04:36:00,5,Chicago
Porter Airlines,PD220,Embraer E190,04:34:00,04:37:00,6,Chicago
Porter Airlines,PD584,ATR 72,04:36:00,04:39:00,1,New York
WestJet,PD978,Embraer E190,04:36:00,04:38:00,2,Ottawa
Porter Airlines,PD843,ATR 72,04:36:00,04:37:00,3,Washington
Porter Airlines,PD505,Embraer E190,04:37:00,04:39:00,4,Ottawa
Air Canada,PD531,ATR 72,04:37:00,04:39:00,5,Chicago
Air Canada,PD149,Embraer E190,04:38:00,04:39:00,6,Ottawa
Air Canada,PD769,ATR 72,04:40:00,04:41:00,1,Washington
WestJet,PD107,Embraer E190,04:40:00,04:43:00,2,Chicago
Porter Airlines,PD557,ATR 72,04:40:00,04:41:00,3,Boston
Air Canada,PD342,Embraer E190,04:41:00,04:42:00,4,Ottawa
WestJet,PD849,ATR 72,04:41:00,04:44:00,5,Ottawa
WestJet,PD312,Embraer E190,04:42:00,04:44:00,6,New York
Porter Airlines,PD887,ATR 72,04:44:00,04:47:00,1,Chicago
Air Canada,PD553,Embraer E190,04:44:00,04:47:00,2,Washington
WestJet,PD258,ATR 72,04:44:00,04:45:00,3,Boston
WestJet,PD410,Embraer E190,04:45:00,04:47:00,4,Ottawa
Air Canada,PD542,ATR 72,04:45:00,04:48:00,5,Washington
Porter Airlines,PD970,Embraer E190,04:46:00,04:48:00,6,Montreal
Porter Airlines,PD126,ATR 72,04:48:00,04:49:00,1,Washington
WestJet,PD578,Embraer E190,04:48:00,04:50:00,2,New York
WestJet,PD990,ATR 72,04:48:00,04:51:00,3,Chicago
Air Canada,PD494,Embraer E190,04:49:00,04:51:00,4,Montreal
WestJet,PD283,ATR 72,04:49:00,04:51:00,5,Boston
WestJet,PD236,Embraer E190,04:50:00,04:52:00,6,New York
Air Canada,PD578,ATR 72,04:52:00,04:55:00,1,Ottawa
WestJet,PD712,Embraer E190,04:52:00,04:54:00,2,Chicago
WestJet,PD147,ATR 72,04:52:00,04:53:00,3,Montreal
Porter Airlines,PD410,Embraer E190,04:53:00,04:54:00,4,Washington
Porter Airlines,PD968,ATR 72,04:53:00,04:54:00,5,Chicago
Air Canada,PD532,Embraer E190,04:54:00,04:56:00,6,Chicago
Air Canada,PD481,ATR 72,04:56:00,04:58:00,1,Washington
Air Canada,PD864,Embraer E190,04:56:00,04:59:00,2,Chicago
Air Canada,PD841,ATR 72,04:56:00,04:59:00,3,Chicago
Air Canada,PD523,Embraer E190,04:57:00,05:00:00,4,Washington
WestJet,PD815,ATR 72,04:57:00,05:00:00,5,Ottawa
Porter Airlines,PD334,Embraer E190,04:58:00,05:01:00,6,Washington
Air Canada,PD334,ATR 72,05:00:00,05:02:00,1,Montreal
Air Canada,PD314,Embraer E190,05:00:00,05:02:00,2,Boston
WestJet,PD456,ATR 72,05:00:00,05:01:00,3,New York
WestJet,PD188,Embraer E190,05:01:00,05:04:00,4,Washington
Porter Airlines,PD865,ATR 72,05:01:00,05:03:00,5,Montreal
Air Canada,PD276,Embraer E190,05:02:00,05:04:00,6,Washington
Porter Airlines,PD410,ATR 72,05:04:00,05:05:00,1,Chicago
Air Canada,PD963,Embraer E190,05:04:00,05:05:00,2,Boston
Porter Airlines,PD820,ATR 72,05:04:00,05:07:00,3,Washington
Porter Airlines,PD968,Embraer E190,05:05:00,05:06:00,4,New York
WestJet,PD473,ATR 72,05:05:00,05:08:00,5,New York
WestJet,PD563,Embraer E190,05:06:00,05:09:00,6,Washington
WestJet,PD855,ATR 72,05:08:00,05:09:00,1,Washington
Porter Airlines,PD672,Embraer E190,05:08:00,05:11:00,2,Boston
Air Canada,PD365,ATR 72,05:08:00,05:09:00,3,Montreal
WestJet,PD951,Embraer E190,05:09:00,05:11:00,4,Chicago
WestJet,PD325,ATR 72,05:09:00,05:10:00,5,New York
Porter Airlines,PD943,Embraer E190,05:10:00,05:13:00,6,Chicago
WestJet,PD467,ATR 72,05:12:00,05:14:00,1,Washington
Porter Airlines,PD270,Embraer E190,05:12:00,05:15:00,2,Ottawa
Porter Airlines,PD509,ATR 72,05:12:00,05:15:00,3,Montreal
Air Canada,PD919,Embraer E190,05:13:00,05:14:00,4,Ottawa
Porter Airlines,PD178,ATR 72,05:13:00,05:15:00,5,Washington
Porter Airlines,PD506,Embraer E190,05:14:00,05:17:00,6,Montreal
Porter Airlines,PD257,ATR 72,05:16:00,05:19:00,1,Montreal
Air Canada,PD167,Embraer E190,05:16:00,05:18:00,2,Ottawa
Air Canada,PD372,ATR 72,05:16:00,05:17:00,3,Montreal
WestJet,PD563,Embraer E190,05:17:00,05:20:00,4,Chicago
WestJet,PD406,ATR 72,05:17:00,05:20:00,5,Washington
Air Canada,PD114,Embraer E190,05:18:00,05:20:00,6,Montreal
Porter Airlines,PD721,ATR 72,05:20:00,05:22:00,1,Montreal
Porter Airlines,PD771,Embraer E190,05:20:00,05:23:00,2,Montreal
Porter Airlines,PD180,ATR 72,05:20:00,05:22:00,3,Montreal
Air Canada,PD543,Embraer E190,05:21:00,05:23:00,4,Montreal
Porter Airlines,PD235,ATR 72,05:21:00,05:23:00,5,Chicago
Porter Airlines,PD314,Embraer E190,05:22:00,05:24:00,6,Ottawa
WestJet,PD788,ATR 72,05:24:00,05:27:00,1,Boston
WestJet,PD141,Embraer E190,05:24:00,05:27:00,2,Chicago
WestJet,PD161,ATR 72,05:24:00,05:26:00,3,Chicago
Porter Airlines,PD781,Embraer E190,05:25:00,05:28:00,4,Ottawa
Air Canada,PD795,ATR 72,05:25:00,05:26:00,5,Boston
Air Canada,PD704,Embraer E190,05:26:00,05:29:00,6,Montreal
Porter Airlines,PD779,ATR 72,05:28:00,05:31:00,1,Ottawa
Air Canada,PD239,Embraer E190,05:28:00,05:31:00,2,Montreal
Air Canada,PD745,ATR 72,05:28:00,05:29:00,3,Chicago
Air Canada,PD482,Embraer E190,05:29:00,05:31:00,4,Ottawa
Porter Airlines,PD850,ATR 72,05:29:00,05:31:00,5,Montreal
WestJet,PD669,Embraer E190,05:30:00,05:32:00,6,New York
WestJet,PD337,ATR 72,05:32:00,05:34:00,1,Montreal
WestJet,PD305,Embraer E190,05:32:00,05:33:00,2,Ottawa
Porter Airlines,PD562,ATR 72,05:32:00,05:34:00,3,Montreal
Air Canada,PD879,Embraer E190,05:33:00,05:36:00,4,Chicago
Porter Airlines,PD475,ATR 72,05:33:00,05:36:00,5,Washington
Porter Airlines,PD695,Embraer E190,05:34:00,05:35:00,6,Ottawa
WestJet,PD752,ATR 72,05:36:00,05:39:00,1,Ottawa
WestJet,PD518,Embraer E190,05:36:00,05:38:00,2,Boston
Porter Airlines,PD881,ATR 72,05:36:00,05:37:00,3,Washington
Porter Airlines,PD483,Embraer E190,05:37:00,05:40:00,4,Boston
WestJet,PD525,ATR 72,05:37:00,05:40:00,5,Ottawa
Porter Airlines,PD775,Embraer E190,05:38:00,05:39:00,6,New York
WestJet,PD888,ATR 72,05:40:00,05:43:00,1,Washington
Porter Airlines,PD794,Embraer E190,05:40:00,05:42:00,2,Chicago
Air Canada,PD793,ATR 72,05:40:00,05:43:00,3,Chicago
Porter Airlines,PD541,Embraer E190,05:41:00,05:44:00,4,Ottawa
Porter Airlines,PD300,ATR 72,05:41:00,05:42:00,5,Ottawa
Porter Airlines,PD639,Embraer E190,05:42:00,05:45:00,6,New York
Air Canada,PD873,ATR 72,05:44:00,05:47:00,1,Chicago
Air Canada,PD165,Embraer E190,05:44:00,05:47:00,2,New York
Porter Airlines,PD747,ATR 72,05:44:00,05:45:00,3,Ottawa
Porter Airlines,PD288,Embraer E190,05:45:00,05:48:00,4,New York
Porter Airlines,PD390,ATR 72,05:45:00,05:46:00,5,Chicago
Porter Airlines,PD417,Embraer E190,05:46:00,05:49:00,6,Ottawa
WestJet,PD219,ATR 72,05:48:00,05:50:00,1,New York
Air Canada,PD314,Embraer E190,05:48:00,05:49:00,2,Ottawa
WestJet,PD631,ATR 72,05:48:00,05:49:00,3,Washington
Air Canada,PD596,Embraer E190,05:49:00,05:50:00,4,New York
Air Canada,PD903,ATR 72,05:49:00,05:52:00,5,Washington
Porter Airlines,PD959,Embraer E190,05:50:00,05:52:00,6,Washington
Air Canada,PD729,ATR 72,05:52:00,05:53:00,1,Ottawa
Air Canada,PD738,Embraer E190,05:52:00,05:55:00,2,Washington
Porter Airlines,PD244,ATR 72,05:52:00,05:53:00,3,New York
Air Canada,PD515,Embraer E190,05:53:00,05:56:00,4,Chicago
Air Canada,PD487,ATR 72,05:53:00,05:56:00,5,New York
WestJet,PD493,Embraer E190,05:54:00,05:57:00,6,Washington
WestJet,PD586,ATR 72,05:56:00,05:59:00,1,Boston
Porter Airlines,PD219,Embraer E190,05:56:00,05:57:00,2,Boston
WestJet,PD161,ATR 72,05:56:00,05:59:00,3,New York
Air Canada,PD123,Embraer E190,05:57:00,05:59:00,4,Boston
Air Canada,PD106,ATR 72,05:57:00,05:59:00,5,Washington
Porter Airlines,PD136,Embraer E190,05:58:00,06:01:00,6,New York
WestJet,PD577,ATR 72,06:00:00,06:01:00,1,New York
Porter Airlines,PD207,Embraer E190,06:00:00,06:02:00,2,Washington
Porter Airlines,PD689,ATR 72,06:00:00,06:01:00,3,Washington
Air Canada,PD469,Embraer E190,06:01:00,06:02:00,4,Washington
WestJet,PD195,ATR 72,06:01:00,06:02:00,5,Ottawa
WestJet,PD513,Embraer E190,06:02:00,06:03:00,6,Ottawa
Air Canada,PD256,ATR 72,06:04:00,06:07:00,1,Montreal
WestJet,PD467,Embraer E190,06:04:00,06:06:00,2,Boston
Porter Airlines,PD365,ATR 72,06:04:00,06:05:00,3,Montreal
Air Canada,PD232,Embraer E190,06:05:00,06:07:00,4,Chicago
Porter Airlines,PD663,ATR 72,06:05:00,06:06:00,5,New York
Air Canada,PD468,Embraer E190,06:06:00,06:08:00,6,Chicago
Air Canada,PD826,ATR 72,06:08:00,06:11:00,1,New York
Porter Airlines,PD508,Embraer E190,06:08:00,06:09:00,2,Ottawa
WestJet,PD581,ATR 72,06:08:00,06:09:00,3,New York
WestJet,PD292,Embraer E190,06:09:00,06:10:00,4,Montreal
Porter Airlines,PD192,ATR 72,06:09:00,06:10:00,5,Washington
Air Canada,PD231,Embraer E190,06:10:00,06:13:00,6,Washington
Air Canada,PD350,ATR 72,06:12:00,06:14:00,1,Chicago
Porter Airlines,PD612,Embraer E190,06:12:00,06:14:00,2,New York
Air Canada,PD209,ATR 72,06:12:00,06:13:00,3,Washington
Porter Airlines,PD447,Embraer E190,06:13:00,06:15:00,4,Washington
Air Canada,PD260,ATR 72,06:13:00,06:15:00,5,Ottawa
WestJet,PD803,Embraer E190,06:14:00,06:16:00,6,Boston
Porter Airlines,PD354,ATR 72,06:16:00,06:19:00,1,New York
Air Canada,PD773,Embraer E190,06:16:00,06:17:00,2,Chicago
Porter Airlines,PD924,ATR 72,06:16:00,06:19:00,3,New York
WestJet,PD733,Embraer E190,06:17:00,06:20:00,4,New York
Air Canada,PD446,ATR 72,06:17:00,06:20:00,5,Chicago
Air Canada,PD663,Embraer E190,06:18:00,06:19:00,6,Chicago
Porter Airlines,PD516,ATR 72,06:20:00,06:21:00,1,Montreal
WestJet,PD329,Embraer E190,06:20:00,06:21:00,2,Washington
Air Canada,PD367,ATR 72,06:20:00,06:23:00,3,Washington
WestJet,PD317,Embraer E190,06:21:00,06:22:00,4,Boston
Porter Airlines,PD985,ATR 72,06:21:00,06:24:00,5,Washington
Air Canada,PD587,Embraer E190,06:22:00,06:25:00,6,Boston
Air Canada,PD832,ATR 72,06:24:00,06:26:00,1,Montreal
Porter Airlines,PD754,Embraer E190,06:24:00,06:27:00,2,Boston
Porter Airlines,PD315,ATR 72,06:24:00,06:27:00,3,Ottawa
Porter Airlines,PD994,Embraer E190,06:25:00,06:27:00,4,Ottawa
Porter Airlines,PD741,ATR 72,06:25:00,06:27:00,5,Boston
WestJet,PD272,Embraer E190,06:26:00,06:27:00,6,Washington
Porter Airlines,PD397,ATR 72,06:28:00,06:31:00,1,Chicago
Porter Airlines,PD877,Embraer E190,06:28:00,06:29:00,2,New York
Air Canada,PD765,ATR 72,06:28:00,06:29:00,3,New York
Air Canada,PD170,Embraer E190,06:29:00,06:30:00,4,New York
Porter Airlines,PD761,ATR 72,06:29:00,06:31:00,5,Boston
Air Canada,PD224,Embraer E190,06:30:00,06:32:00,6,Washington
Porter Airlines,PD594,ATR 72,06:32:00,06:34:00,1,Montreal
WestJet,PD967,Embraer E190,06:32:00,06:34:00,2,Montreal
WestJet,PD676,ATR 72,06:32:00,06:35:00,3,Washington
Air Canada,PD571,Embraer E190,06:33:00,06:34:00,4,Boston
Porter Airlines,PD467,ATR 72,06:33:00,06:34:00,5,Washington
Porter Airlines,PD943,Embraer E190,06:34:00,06:36:00,6,Washington
Air Canada,PD356,ATR 72,06:36:00,06:37:00,1,Chicago
Porter Airlines,PD802,Embraer E190,06:36:00,06:38:00,2,Boston
Air Canada,PD695,ATR 72,06:36:00,06:38:00,3,Washington
Air Canada,PD755,Embraer E190,06:37:00,06:40:00,4,Washington
WestJet,PD123,ATR 72,06:37:00,06:38:00,5,New York
Air Canada,PD972,Embraer E190,06:38:00,06:39:00,6,Chicago
WestJet,PD336,ATR 72,06:40:00,06:43:00,1,New York
Air Canada,PD136,Embraer E190,06:40:00,06:43:00,2,Washington
WestJet,PD716,ATR 72,06:40:00,06:42:00,3,Boston
WestJet,PD322,Embraer E190,06:41:00,06:43:00,4,Montreal
Air Canada,PD403,ATR 72,06:41:00,06:43:00,5,Boston
WestJet,PD971,Embraer E190,06:42:00,06:45:00,6,Washington
WestJet,PD590,ATR 72,06:44:00,06:46:00,1,Ottawa
Air Canada,PD119,Embraer E190,06:44:00,06:47:00,2,Washington
Air Canada,PD188,ATR 72,06:44:00,06:47:00,3,New York
WestJet,PD115,Embraer E190,06:45:00,06:47:00,4,New York
WestJet,PD616,ATR 72,06:45:00,06:48:00,5,Boston
Porter Airlines,PD739,Embraer E190,06:46:00,06:47:00,6,Montreal
Porter Airlines,PD398,ATR 72,06:48:00,06:50:00,1,Boston
WestJet,PD216,Embraer E190,06:48:00,06:49:00,2,Boston
Porter Airlines,PD297,ATR 72,06:48:00,06:50:00,3,Montreal
Porter Airlines,PD187,Embraer E190,06:49:00,06:52:00,4,Ottawa
WestJet,PD616,ATR 72,06:49:00,06:50:00,5,Chicago
Porter Airlines,PD359,Embraer E190,06:50:00,06:53:00,6,New York
Air Canada,PD580,ATR 72,06:52:00,06:53:00,1,Montreal
Air Canada,PD510,Embraer E190,06:52:00,06:53:00,2,Boston
Porter Airlines,PD354,ATR 72,06:52:00,06:55:00,3,Ottawa
Air Canada,PD949,Embraer E190,06:53:00,06:54:00,4,Boston
Porter Airlines,PD300,ATR 72,06:53:00,06:54:00,5,Chicago
Air Canada,PD968,Embraer E190,06:54:00,06:55:00,6,Chicago
Porter Airlines,PD227,ATR 72,06:56:00,06:58:00,1,Montreal
WestJet,PD252,Embraer E190,06:56:00,06:59:00,2,Washington
Air Canada,PD487,ATR 72,06:56:00,06:58:00,3,Ottawa
WestJet,PD857,Embraer E190,06:57:00,06:59:00,4,Ottawa
WestJet,PD556,ATR 72,06:57:00,06:58:00,5,Montreal
Air Canada,PD674,Embraer E190,06:58:00,07:01:00,6,Ottawa
Air Canada,PD958,ATR 72,07:00:00,07:02:00,1,Montreal
WestJet,PD194,Embraer E190,07:00:00,07:03:00,2,Washington
Porter Airlines,PD551,ATR 72,07:00:00,07:02:00,3,Boston
Porter Airlines,PD819,Embraer E190,07:01:00,07:04:00,4,Boston
WestJet,PD489,ATR 72,07:01:00,07:02:00,5,Boston
WestJet,PD306,Embraer E190,07:02:00,07:05:00,6,Washington
Porter Airlines,PD965,ATR 72,07:04:00,07:06:00,1,Montreal
WestJet,PD234,Embraer E190,07:04:00,07:06:00,2,Boston
Porter Airlines,PD462,ATR 72,07:04:00,07:06:00,3,Chicago
WestJet,PD858,Embraer E190,07:05:00,07:08:00,4,Washington
Air Canada,PD644,ATR 72,07:05:00,07:06:00,5,Ottawa
WestJet,PD475,Embraer E190,07:06:00,07:08:00,6,Montreal
Porter Airlines,PD194,ATR 72,07:08:00,07:10:00,1,Montreal
Air Canada,PD774,Embraer E190,07:08:00,07:09:00,2,Washington
Air Canada,PD778,ATR 72,07:08:00,07:11:00,3,Montreal
WestJet,PD782,Embraer E190,07:09:00,07:10:00,4,Chicago
WestJet,PD410,ATR 72,07:09:00,07:12:00,5,New York
Porter Airlines,PD186,Embraer E190,07:10:00,07:13:00,6,Ottawa
Air Canada,PD885,ATR 72,07:12:00,07:15:00,1,Montreal
Porter Airlines,PD541,Embraer E190,07:12:00,07:13:00,2,Washington
Porter Airlines,PD510,ATR 72,07:12:00,07:13:00,3,Ottawa
WestJet,PD828,Embraer E190,07:13:00,07:15:00,4,Washington
Air Canada,PD255,ATR 72,07:13:00,07:16:00,5,Washington
Air Canada,PD894,Embraer E190,07:14:00,07:17:00,6,Montreal
Porter Airlines,PD267,ATR 72,07:16:00,07:19:00,1,Ottawa
WestJet,PD116,Embraer E190,07:16:00,07:17:00,2,New York
WestJet,PD345,ATR 72,07:16:00,07:17:00,3,Montreal
WestJet,PD215,Embraer E190,07:17:00,07:20:00,4,Boston
Air Canada,PD327,ATR 72,07:17:00,07:18:00,5,Boston
WestJet,PD507,Embraer E190,07:18:00,07:20:00,6,Boston
Porter Airlines,PD244,ATR 72,07:20:00,07:23:00,1,New York
WestJet,PD262,Embraer E190,07:20:00,07:21:00,2,New York
WestJet,PD229,ATR 72,07:20:00,07:23:00,3,Washington
Air Canada,PD356,Embraer E190,07:21:00,07:23:00,4,Ottawa
WestJet,PD950,ATR 72,07:21:00,07:23:00,5,New York
Porter Airlines,PD569,Embraer E190,07:22:00,07:25:00,6,Ottawa
Porter Airlines,PD531,ATR 72,07:24:00,07:25:00,1,Boston
Air Canada,PD764,Embraer E190,07:24:00,07:26:00,2,Ottawa
Porter Airlines,PD795,ATR 72,07:24:00,07:25:00,3,New York
Air Canada,PD947,Embraer E190,07:25:00,07:28:00,4,New York
Porter Airlines,PD867,ATR 72,07:25:00,07:27:00,5,New York
Air Canada,PD733,Embraer E190,07:26:00,07:28:00,6,Montreal
Porter Airlines,PD221,ATR 72,07:28:00,07:31:00,1,New York
Air Canada,PD776,Embraer E190,07:28:00,07:30:00,2,New York
Air Canada,PD794,ATR 72,07:28:00,07:29:00,3,Montreal
WestJet,PD570,Embraer E190,07:29:00,07:32:00,4,Washington
Air Canada,PD701,ATR 72,07:29:00,07:31:00,5,Ottawa
Porter Airlines,PD350,Embraer E190,07:30:00,07:32:00,6,New York
Porter Airlines,PD445,ATR 72,07:32:00,07:33:00,1,Montreal
Air Canada,PD443,Embraer E190,07:32:00,07:35:00,2,Ottawa
Porter Airlines,PD244,ATR 72,07:32:00,07:35:00,3,New York
WestJet,PD278,Embraer E190,07:33:00,07:36:00,4,Chicago
Air Canada,PD513,ATR 72,07:33:00,07:34:00,5,Chicago
WestJet,PD475,Embraer E190,07:34:00,07:36:00,6,New York
Porter Airlines,PD358,ATR 72,07:36:00,07:39:00,1,Chicago
WestJet,PD962,Embraer E190,07:36:00,07:38:00,2,Ottawa
Porter Airlines,PD160,ATR 72,07:36:00,07:37:00,3,New York
Porter Airlines,PD796,Embraer E190,07:37:00,07:39:00,4,New York
WestJet,PD235,ATR 72,07:37:00,07:40:00,5,Chicago
Porter Airlines,PD975,Embraer E190,07:38:00,07:39:00,6,New York
Porter Airlines,PD168,ATR 72,07:40:00,07:41:00,1,New York
Air Canada,PD912,Embraer E190,07:40:00,07:41:00,2,New York
WestJet,PD404,ATR 72,07:40:00,07:42:00,3,New York
WestJet,PD764,Embraer E190,07:41:00,07:43:00,4,Boston
WestJet,PD333,ATR 72,07:41:00,07:42:00,5,Montreal
Air Canada,PD792,Embraer E190,07:42:00,07:44:00,6,Boston
Porter Airlines,PD215,ATR 72,07:44:00,07:46:00,1,New York
Air Canada,PD318,Embraer E190,07:44:00,07:47:00,2,Chicago
Air Canada,PD813,ATR 72,07:44:00,07:47:00,3,New York
Air Canada,PD831,Embraer E190,07:45:00,07:46:00,4,Boston
Air Canada,PD791,ATR 72,07:45:00,07:48:00,5,Boston
WestJet,PD224,Embraer E190,07:46:00,07:48:00,6,Ottawa
Air Canada,PD774,ATR 72,07:48:00,07:51:00,1,Boston
Air Canada,PD647,Embraer E190,07:48:00,07:49:00,2,Ottawa
WestJet,PD705,ATR 72,07:48:00,07:49:00,3,Ottawa
Porter Airlines,PD910,Embraer E190,07:49:00,07:51:00,4,Montreal
Air Canada,PD110,ATR 72,07:49:00,07:52:00,5,Montreal
Porter Airlines,PD171,Embraer E190,07:50:00,07:52:00,6,Ottawa
WestJet,PD573,ATR 72,07:52:00,07:53:00,1,Boston
Air Canada,PD477,Embraer E190,07:52:00,07:55:00,2,Montreal
WestJet,PD800,ATR 72,07:52:00,07:55:00,3,New York
WestJet,PD200,Embraer E190,07:53:00,07:56:00,4,Montreal
Porter Airlines,PD447,ATR 72,07:53:00,07:55:00,5,Ottawa
Air Canada,PD298,Embraer E190,07:54:00,07:55:00,6,Chicago
Porter Airlines,PD948,ATR 72,07:56:00,07:58:00,1,Washington
WestJet,PD569,Embraer E190,07:56:00,07:59:00,2,Washington
Air Canada,PD777,ATR 72,07:56:00,07:59:00,3,Ottawa
Air Canada,PD422,Embraer E190,07:57:00,08:00:00,4,New York
WestJet,PD842,ATR 72,07:57:00,07:58:00,5,New York
Air Canada,PD258,Embraer E190,07:58:00,08:01:00,6,Montreal
Porter Airlines,PD825,ATR 72,08:00:00,08:02:00,1,Chicago
WestJet,PD757,Embraer E190,08:00:00,08:03:00,2,Washington
Porter Airlines,PD784,ATR 72,08:00:00,08:02:00,3,Ottawa
Air Canada,PD867,Embraer E190,08:01:00,08:03:00,4,Ottawa
WestJet,PD907,ATR 72,08:01:00,08:04:00,5,Washington
WestJet,PD489,Embraer E190,08:02:00,08:04:00,6,Washington
WestJet,PD110,ATR 72,08:04:00,08:06:00,1,Chicago
Air Canada,PD485,Embraer E190,08:04:00,08:06:00,2,New York
Porter Airlines,PD251,ATR 72,08:04:00,08:07:00,3,Montreal
Air Canada,PD128,Embraer E190,08:05:00,08:08:00,4,Montreal
WestJet,PD227,ATR 72,08:05:00,08:06:00,5,Chicago
WestJet,PD929,Embraer E190,08:06:00,08:09:00,6,Washington
Porter Airlines,PD917,ATR 72,08:08:00,08:09:00,1,Boston
Air Canada,PD252,Embraer E190,08:08:00,08:11:00,2,Boston
Air Canada,PD562,ATR 72,08:08:00,08:09:00,3,Ottawa
WestJet,PD271,Embraer E190,08:09:00,08:10:00,4,Washington
Air Canada,PD633,ATR 72,08:09:00,08:12:00,5,Chicago
Air Canada,PD287,Embraer E190,08:10:00,08:11:00,6,Montreal
Porter Airlines,PD583,ATR 72,08:12:00,08:15:00,1,Boston
Air Canada,PD370,Embraer E190,08:12:00,08:13:00,2,Chicago
WestJet,PD480,ATR 72,08:12:00,08:14:00,3,New York
Porter Airlines,PD424,Embraer E190,08:13:00,08:16:00,4,Montreal
Air Canada,PD718,ATR 72,08:13:00,08:16:00,5,Ottawa
Air Canada,PD739,Embraer E190,08:14:00,08:17:00,6,Montreal
Air Canada,PD857,ATR 72,08:16:00,08:19:00,1,New York
Porter Airlines,PD827,Embraer E190,08:16:00,08:17:00,2,Ottawa
WestJet,PD571,ATR 72,08:16:00,08:18:00,3,Chicago
Porter Airlines,PD566,Embraer E190,08:17:00,08:20:00,4,Ottawa
WestJet,PD738,ATR 72,08:17:00,08:20:00,5,Washington
Air Canada,PD293,Embraer E190,08:18:00,08:20:00,6,New York
Air Canada,PD812,ATR 72,08:20:00,08:23:00,1,Chicago
WestJet,PD879,Embraer E190,08:20:00,08:22:00,2,Ottawa
WestJet,PD269,ATR 72,08:20:00,08:22:00,3,New York
Porter Airlines,PD423,Embraer E190,08:21:00,08:22:00,4,Washington
WestJet,PD965,ATR 72,08:21:00,08:23:00,5,New York
Porter Airlines,PD601,Embraer E190,08:22:00,08:25:00,6,New York
Air Canada,PD982,ATR 72,08:24:00,08:25:00,1,Boston
Porter Airlines,PD698,Embraer E190,08:24:00,08:27:00,2,Chicago
Air Canada,PD139,ATR 72,08:24:00,08:27:00,3,Ottawa
WestJet,PD587,Embraer E190,08:25:00,08:27:00,4,Chicago
Air Canada,PD202,ATR 72,08:25:00,08:27:00,5,Chicago
Air Canada,PD435,Embraer E190,08:26:00,08:27:00,6,New York
WestJet,PD603,ATR 72,08:28:00,08:29:00,1,Boston
WestJet,PD649,Embraer E190,08:28:00,08:29:00,2,Ottawa
Porter Airlines,PD207,ATR 72,08:28:00,08:29:00,3,Boston
Air Canada,PD236,Embraer E190,08:29:00,08:31:00,4,Washington
Porter Airlines,PD318,ATR 72,08:29:00,08:30:00,5,Chicago
WestJet,PD590,Embraer E190,08:30:00,08:31:00,6,Chicago
Air Canada,PD225,ATR 72,08:32:00,08:33:00,1,New York
Porter Airlines,PD305,Embraer E190,08:32:00,08:33:00,2,Boston
Porter Airlines,PD938,ATR 72,08:32:00,08:33:00,3,Ottawa
Porter Airlines,PD135,Embraer E190,08:33:00,08:36:00,4,Chicago
WestJet,PD366,ATR 72,08:33:00,08:35:00,5,Washington
Porter Airlines,PD360,Embraer E190,08:34:00,08:36:00,6,Montreal
Porter Airlines,PD671,ATR 72,08:36:00,08:38:00,1,Ottawa
WestJet,PD476,Embraer E190,08:36:00,08:39:00,2,New York
Porter Airlines,PD684,ATR 72,08:36:00,08:37:00,3,Washington
WestJet,PD152,Embraer E190,08:37:00,08:40:00,4,Ottawa
Air Canada,PD465,ATR 72,08:37:00,08:39:00,5,Washington
Air Canada,PD442,Embraer E190,08:38:00,08:41:00,6,Ottawa
Porter Airlines,PD984,ATR 72,08:40:00,08:41:00,1,Montreal
Air Canada,PD987,Embraer E190,08:40:00,08:41:00,2,New York
WestJet,PD509,ATR 72,08:40:00,08:41:00,3,Washington
WestJet,PD934,Embraer E190,08:41:00,08:44:00,4,Washington
Air Canada,PD298,ATR 72,08:41:00,08:43:00,5,Washington
WestJet,PD922,Embraer E190,08:42:00,08:44:00,6,Montreal
