Airline Name,Flight Number,Plane Model,Boarding Time,Departure Time,Gate Number,Destination
Porter Airlines,PD256,ATR 72,03:14:00,03:17:00,5,Ottawa
Porter Airlines,PD508,Embraer E190,03:16:00,03:17:00,2,New York
Porter Airlines,PD833,Embraer E190,03:14:00,03:18:00,2,Ottawa
Porter Airlines,PD523,Embraer E190,03:17:00,03:18:00,6,Montreal
WestJet,PD787,Embraer E190,03:17:00,03:19:00,4,Washington
WestJet,PD735,Embraer E190,03:16:00,03:19:00,2,Boston
Air Canada,PD823,ATR 72,03:18:00,03:20:00,1,Washington
Air Canada,PD761,Embraer E190,03:19:00,03:20:00,2,Washington
Air Canada,PD619,Embraer E190,03:18:00,03:21:00,4,Washington
Air Canada,PD840,ATR 72,03:20:00,03:21:00,5,Montreal
Air Canada,PD839,Embraer E190,03:20:00,03:22:00,4,New York
Air Canada,PD272,ATR 72,03:19:00,03:22:00,1,Chicago
Porter Airlines,PD154,ATR 72,03:19:00,03:23:00,3,Washington
Air Canada,PD236,Embraer E190,03:22:00,03:23:00,2,Washington
Porter Airlines,PD950,Embraer E190,03:21:00,03:24:00,2,Montreal
Porter Airlines,PD912,Embraer E190,03:22:00,03:24:00,4,Ottawa
WestJet,PD128,ATR 72,03:23:00,03:25:00,5,Ottawa
Air Canada,PD589,Embraer E190,03:23:00,03:25:00,2,New York
WestJet,PD941,ATR 72,03:24:00,03:26:00,5,Washington
Air Canada,PD858,Embraer E190,03:25:00,03:26:00,4,Washington
WestJet,PD260,ATR 72,03:25:00,03:27:00,5,Montreal
WestJet,PD283,Embraer E190,03:26:00,03:27:00,6,Ottawa
Porter Airlines,PD774,ATR 72,03:26:00,03:28:00,1,Boston
WestJet,PD611,ATR 72,03:26:00,03:28:00,5,Chicago
WestJet,PD556,Embraer E190,03:26:00,03:29:00,6,Boston
WestJet,PD335,ATR 72,03:27:00,03:29:00,5,New York
WestJet,PD680,Embraer E190,03:28:00,03:30:00,4,Washington
Air Canada,PD193,Embraer E190,03:28:00,03:30:00,2,Ottawa
WestJet,PD664,ATR 72,03:27:00,03:31:00,3,New York
Porter Airlines,PD806,ATR 72,03:27:00,03:31:00,5,New York
Porter Airlines,PD921,Embraer E190,03:30:00,03:32:00,6,New York
WestJet,PD504,ATR 72,03:30:00,03:32:00,5,Washington
Air Canada,PD482,ATR 72,03:32:00,03:33:00,3,Boston
Air Canada,PD447,ATR 72,03:30:00,03:33:00,5,New York
WestJet,PD457,Embraer E190,03:32:00,03:34:00,4,Montreal
Air Canada,PD158,Embraer E190,03:31:00,03:34:00,2,New York
WestJet,PD146,ATR 72,03:32:00,03:35:00,3,Boston
Porter Airlines,PD157,Embraer E190,03:34:00,03:35:00,4,Ottawa
Air Canada,PD874,Embraer E190,03:33:00,03:36:00,6,New York
WestJet,PD704,Embraer E190,03:32:00,03:36:00,4,Ottawa
Air Canada,PD755,Embraer E190,03:34:00,03:37:00,4,Chicago
WestJet,PD304,ATR 72,03:36:00,03:37:00,5,Washington
WestJet,PD805,ATR 72,03:37:00,03:38:00,3,Ottawa
Porter Airlines,PD298,ATR 72,03:36:00,03:38:00,5,Chicago
Porter Airlines,PD259,Embraer E190,03:35:00,03:39:00,6,Boston
Porter Airlines,PD462,ATR 72,03:37:00,03:39:00,5,Chicago
WestJet,PD407,ATR 72,03:37:00,03:40:00,5,Ottawa
Air Canada,PD811,Embraer E190,03:39:00,03:40:00,4,Chicago
Porter Airlines,PD399,Embraer E190,03:40:00,03:41:00,4,Washington
Porter Airlines,PD733,ATR 72,03:40:00,03:41:00,5,Chicago
Air Canada,PD734,ATR 72,03:39:00,03:42:00,1,Ottawa
Porter Airlines,PD211,Embraer E190,03:40:00,03:42:00,6,Boston
WestJet,PD888,Embraer E190,03:42:00,03:43:00,4,Chicago
WestJet,PD847,ATR 72,03:41:00,03:43:00,5,Ottawa
WestJet,PD806,Embraer E190,03:42:00,03:44:00,4,Ottawa
WestJet,PD852,Embraer E190,03:42:00,03:44:00,6,Ottawa
Air Canada,PD472,Embraer E190,03:41:00,03:45:00,2,Boston
Air Canada,PD384,ATR 72,03:43:00,03:45:00,1,Chicago
Air Canada,PD556,ATR 72,03:44:00,03:46:00,1,New York
WestJet,PD978,ATR 72,03:44:00,03:46:00,3,Washington
Air Canada,PD840,Embraer E190,03:43:00,03:47:00,6,Boston
Porter Airlines,PD742,ATR 72,03:46:00,03:47:00,3,Ottawa
WestJet,PD840,Embraer E190,03:46:00,03:48:00,6,Chicago
WestJet,PD649,Embraer E190,03:44:00,03:48:00,4,Ottawa
Porter Airlines,PD611,Embraer E190,03:45:00,03:49:00,6,Washington
WestJet,PD888,ATR 72,03:47:00,03:49:00,1,Boston
WestJet,PD151,ATR 72,03:48:00,03:50:00,5,Montreal
WestJet,PD103,Embraer E190,03:46:00,03:50:00,4,Boston
WestJet,PD388,ATR 72,03:48:00,03:51:00,1,New York
Air Canada,PD757,Embraer E190,03:50:00,03:51:00,6,Boston
Porter Airlines,PD300,ATR 72,03:49:00,03:52:00,1,Montreal
WestJet,PD342,Embraer E190,03:48:00,03:52:00,4,Chicago
Porter Airlines,PD345,ATR 72,03:52:00,03:53:00,5,Boston
Air Canada,PD948,ATR 72,03:51:00,03:53:00,3,Chicago
WestJet,PD995,Embraer E190,03:53:00,03:54:00,6,New York
Porter Airlines,PD216,ATR 72,03:51:00,03:54:00,1,Boston
WestJet,PD109,Embraer E190,03:54:00,03:55:00,4,New York
Air Canada,PD329,ATR 72,03:52:00,03:55:00,5,Boston
Porter Airlines,PD472,ATR 72,03:55:00,03:56:00,3,Ottawa
Porter Airlines,PD737,ATR 72,03:55:00,03:56:00,1,Ottawa
Porter Airlines,PD661,ATR 72,03:54:00,03:57:00,3,Chicago
Porter Airlines,PD226,Embraer E190,03:55:00,03:57:00,4,Boston
WestJet,PD505,ATR 72,03:55:00,03:58:00,1,Washington
Air Canada,PD329,Embraer E190,03:57:00,03:58:00,2,Washington
Porter Airlines,PD682,ATR 72,03:55:00,03:59:00,5,Boston
Air Canada,PD727,Embraer E190,03:58:00,03:59:00,4,Montreal
WestJet,PD310,ATR 72,03:59:00,04:00:00,5,Montreal
Air Canada,PD209,Embraer E190,03:56:00,04:00:00,4,Boston
Air Canada,PD682,ATR 72,04:00:00,04:01:00,5,Montreal
Porter Airlines,PD708,Embraer E190,03:59:00,04:01:00,6,New York
Air Canada,PD882,ATR 72,03:59:00,04:02:00,1,Washington
Porter Airlines,PD706,ATR 72,04:00:00,04:02:00,5,Montreal
WestJet,PD319,ATR 72,04:00:00,04:03:00,5,New York
Porter Airlines,PD971,Embraer E190,04:02:00,04:03:00,6,Boston
Air Canada,PD657,ATR 72,04:00:00,04:04:00,3,Boston
Porter Airlines,PD942,ATR 72,04:03:00,04:04:00,5,Montreal
Air Canada,PD410,ATR 72,04:02:00,04:05:00,1,Montreal
Porter Airlines,PD817,ATR 72,04:02:00,04:05:00,5,New York
WestJet,PD786,ATR 72,04:03:00,04:06:00,1,Washington
WestJet,PD907,ATR 72,04:03:00,04:06:00,3,Montreal
Air Canada,PD160,ATR 72,04:03:00,04:07:00,1,New York
Porter Airlines,PD701,Embraer E190,04:05:00,04:07:00,2,Ottawa
Air Canada,PD907,ATR 72,04:04:00,04:08:00,5,Chicago
Porter Airlines,PD536,Embraer E190,04:04:00,04:08:00,2,Chicago
WestJet,PD357,ATR 72,04:08:00,04:09:00,5,Washington
WestJet,PD720,ATR 72,04:06:00,04:09:00,1,Ottawa
WestJet,PD736,ATR 72,04:09:00,04:10:00,5,Chicago
WestJet,PD893,Embraer E190,04:09:00,04:10:00,2,Washington
Porter Airlines,PD429,Embraer E190,04:07:00,04:11:00,4,Chicago
Porter Airlines,PD107,ATR 72,04:07:00,04:11:00,3,New York
Porter Airlines,PD912,ATR 72,04:10:00,04:12:00,5,Chicago
WestJet,PD656,Embraer E190,04:08:00,04:12:00,6,Boston
Air Canada,PD660,ATR 72,04:10:00,04:13:00,5,New York
WestJet,PD725,ATR 72,04:11:00,04:13:00,1,Chicago
Air Canada,PD104,ATR 72,04:12:00,04:14:00,5,Boston
Air Canada,PD791,ATR 72,04:13:00,04:14:00,1,Chicago
WestJet,PD276,Embraer E190,04:13:00,04:15:00,6,Montreal
WestJet,PD310,ATR 72,04:13:00,04:15:00,5,New York
WestJet,PD599,ATR 72,04:12:00,04:16:00,3,Washington
Air Canada,PD655,Embraer E190,04:15:00,04:16:00,2,Montreal
Air Canada,PD884,Embraer E190,04:14:00,04:17:00,2,Chicago
Porter Airlines,PD735,Embraer E190,04:13:00,04:17:00,6,Ottawa
Porter Airlines,PD693,Embraer E190,04:16:00,04:18:00,4,Washington
Porter Airlines,PD561,Embraer E190,04:15:00,04:18:00,6,Chicago
Porter Airlines,PD606,ATR 72,04:15:00,04:19:00,5,New York
WestJet,PD139,Embraer E190,04:17:00,04:19:00,2,Montreal
Porter Airlines,PD116,Embraer E190,04:18:00,04:20:00,6,Boston
Air Canada,PD951,ATR 72,04:17:00,04:20:00,5,Boston
WestJet,PD836,Embraer E190,04:19:00,04:21:00,6,New York
Air Canada,PD468,Embraer E190,04:20:00,04:21:00,4,Chicago
Air Canada,PD320,ATR 72,04:19:00,04:22:00,5,Ottawa
WestJet,PD292,Embraer E190,04:19:00,04:22:00,6,Montreal
WestJet,PD108,Embraer E190,04:19:00,04:23:00,2,Boston
Air Canada,PD366,ATR 72,04:20:00,04:23:00,1,Chicago
Air Canada,PD839,Embraer E190,04:22:00,04:24:00,6,Boston
Porter Airlines,PD620,ATR 72,04:23:00,04:24:00,5,New York
Porter Airlines,PD940,Embraer E190,04:22:00,04:25:00,4,Chicago
Air Canada,PD691,Embraer E190,04:21:00,04:25:00,2,Washington
Porter Airlines,PD339,Embraer E190,04:25:00,04:26:00,2,Washington
Air Canada,PD220,ATR 72,04:23:00,04:26:00,5,Montreal
WestJet,PD779,Embraer E190,04:25:00,04:27:00,4,Chicago
Porter Airlines,PD838,ATR 72,04:23:00,04:27:00,3,Chicago
Porter Airlines,PD773,ATR 72,04:26:00,04:28:00,1,Boston
Air Canada,PD898,ATR 72,04:24:00,04:28:00,3,Chicago
Porter Airlines,PD577,Embraer E190,04:26:00,04:29:00,6,Washington
WestJet,PD664,Embraer E190,04:26:00,04:29:00,4,Montreal
Air Canada,PD140,ATR 72,04:27:00,04:30:00,1,Boston
Air Canada,PD941,ATR 72,04:27:00,04:30:00,3,Montreal
WestJet,PD332,Embraer E190,04:28:00,04:31:00,6,Washington
Air Canada,PD796,Embraer E190,04:30:00,04:31:00,2,Ottawa
WestJet,PD207,Embraer E190,04:29:00,04:32:00,4,Washington
Air Canada,PD879,Embraer E190,04:28:00,04:32:00,6,Chicago
Air Canada,PD278,Embraer E190,04:29:00,04:33:00,4,New York
Porter Airlines,PD341,ATR 72,04:29:00,04:33:00,3,New York
Air Canada,PD829,Embraer E190,04:30:00,04:34:00,4,Ottawa
WestJet,PD328,ATR 72,04:31:00,04:34:00,3,Washington
Porter Airlines,PD199,Embraer E190,04:32:00,04:35:00,6,Boston
WestJet,PD468,Embraer E190,04:31:00,04:35:00,2,Washington
WestJet,PD597,Embraer E190,04:34:00,04:36:00,2,Ottawa
Porter Airlines,PD944,Embraer E190,04:35:00,04:36:00,4,New York
Porter Airlines,PD498,ATR 72,04:33:00,04:37:00,1,New York
Porter Airlines,PD398,ATR 72,04:34:00,04:37:00,5,New York
WestJet,PD302,Embraer E190,04:36:00,04:38:00,6,Boston
WestJet,PD211,ATR 72,04:37:00,04:38:00,3,Chicago
Porter Airlines,PD363,Embraer E190,04:35:00,04:39:00,2,Washington
Air Canada,PD812,Embraer E190,04:38:00,04:39:00,6,Montreal
Air Canada,PD107,ATR 72,04:36:00,04:40:00,5,Montreal
Air Canada,PD825,ATR 72,04:39:00,04:40:00,1,Washington
Porter Airlines,PD104,Embraer E190,04:39:00,04:41:00,4,New York
Air Canada,PD386,ATR 72,04:37:00,04:41:00,3,Washington
WestJet,PD959,Embraer E190,04:39:00,04:42:00,6,Washington
WestJet,PD547,ATR 72,04:38:00,04:42:00,1,Chicago
WestJet,PD614,ATR 72,04:41:00,04:43:00,5,Washington
Porter Airlines,PD702,Embraer E190,04:39:00,04:43:00,6,Ottawa
WestJet,PD851,ATR 72,04:41:00,04:44:00,1,New York
Porter Airlines,PD547,Embraer E190,04:41:00,04:44:00,2,Boston
WestJet,PD955,Embraer E190,04:41:00,04:45:00,6,Washington
Porter Airlines,PD744,ATR 72,04:43:00,04:45:00,3,Chicago
Air Canada,PD587,Embraer E190,04:43:00,04:46:00,6,Washington
WestJet,PD239,Embraer E190,04:45:00,04:46:00,4,Ottawa
Porter Airlines,PD315,Embraer E190,04:44:00,04:47:00,2,New York
WestJet,PD207,Embraer E190,04:45:00,04:47:00,6,Washington
Air Canada,PD468,Embraer E190,04:46:00,04:48:00,2,Boston
WestJet,PD588,ATR 72,04:47:00,04:48:00,3,Ottawa
Air Canada,PD723,Embraer E190,04:45:00,04:49:00,6,Montreal
Air Canada,PD442,Embraer E190,04:47:00,04:49:00,4,Washington
Air Canada,PD519,ATR 72,04:48:00,04:50:00,5,Washington
Air Canada,PD171,Embraer E190,04:48:00,04:50:00,4,Ottawa
Porter Airlines,PD213,Embraer E190,04:49:00,04:51:00,4,Ottawa
WestJet,PD821,Embraer E190,04:49:00,04:51:00,6,Washington
WestJet,PD551,Embraer E190,04:50:00,04:52:00,6,Washington
WestJet,PD771,ATR 72,04:49:00,04:52:00,1,New York
Air Canada,PD807,Embraer E190,04:52:00,04:53:00,6,Chicago
WestJet,PD482,Embraer E190,04:51:00,04:53:00,4,Washington
WestJet,PD810,ATR 72,04:53:00,04:54:00,1,Chicago
Air Canada,PD865,Embraer E190,04:53:00,04:54:00,2,Chicago
Air Canada,PD366,Embraer E190,04:51:00,04:55:00,4,New York
WestJet,PD473,ATR 72,04:53:00,04:55:00,3,Boston
Porter Airlines,PD556,Embraer E190,04:52:00,04:56:00,6,Montreal
WestJet,PD972,ATR 72,04:53:00,04:56:00,5,Boston
Porter Airlines,PD942,Embraer E190,04:53:00,04:57:00,6,Boston
WestJet,PD218,Embraer E190,04:55:00,04:57:00,4,Boston
Porter Airlines,PD222,Embraer E190,04:55:00,04:58:00,4,New York
Porter Airlines,PD563,ATR 72,04:56:00,04:58:00,3,Washington
WestJet,PD140,ATR 72,04:56:00,04:59:00,5,Chicago
WestJet,PD475,Embraer E190,04:57:00,04:59:00,2,Montreal
WestJet,PD111,ATR 72,04:58:00,05:00:00,3,New York
WestJet,PD486,ATR 72,04:56:00,05:00:00,5,New York
WestJet,PD139,ATR 72,04:58:00,05:01:00,1,Boston
WestJet,PD808,Embraer E190,04:59:00,05:01:00,2,New York
Porter Airlines,PD422,Embraer E190,04:59:00,05:02:00,2,New York
Porter Airlines,PD563,ATR 72,05:00:00,05:02:00,5,Washington
Air Canada,PD354,Embraer E190,05:00:00,05:03:00,4,Boston
Porter Airlines,PD310,ATR 72,05:02:00,05:03:00,1,Washington
Porter Airlines,PD816,ATR 72,05:03:00,05:04:00,1,Montreal
Porter Airlines,PD149,Embraer E190,05:03:00,05:04:00,6,Chicago
WestJet,PD196,Embraer E190,05:04:00,05:05:00,4,New York
WestJet,PD491,ATR 72,05:03:00,05:05:00,1,Boston
WestJet,PD214,Embraer E190,05:03:00,05:06:00,4,Chicago
Air Canada,PD470,Embraer E190,05:05:00,05:06:00,6,New York
Porter Airlines,PD287,Embraer E190,05:04:00,05:07:00,2,Chicago
WestJet,PD499,ATR 72,05:06:00,05:07:00,1,Chicago
WestJet,PD241,ATR 72,05:05:00,05:08:00,1,Montreal
Air Canada,PD799,ATR 72,05:04:00,05:08:00,5,Ottawa
WestJet,PD248,Embraer E190,05:06:00,05:09:00,2,Chicago
WestJet,PD714,ATR 72,05:06:00,05:09:00,3,Washington
Air Canada,PD912,Embraer E190,05:07:00,05:10:00,6,Washington
Porter Airlines,PD578,ATR 72,05:07:00,05:10:00,1,Montreal
Air Canada,PD133,Embraer E190,05:10:00,05:11:00,6,Ottawa
Air Canada,PD598,Embraer E190,05:10:00,05:11:00,2,Washington
Air Canada,PD713,Embraer E190,05:08:00,05:12:00,4,Chicago
WestJet,PD180,ATR 72,05:10:00,05:12:00,5,New York
Porter Airlines,PD112,ATR 72,05:09:00,05:13:00,1,Ottawa
WestJet,PD825,ATR 72,05:11:00,05:13:00,5,Ottawa
Air Canada,PD787,ATR 72,05:13:00,05:14:00,3,Ottawa
WestJet,PD175,Embraer E190,05:12:00,05:14:00,6,Boston
Porter Airlines,PD877,ATR 72,05:12:00,05:15:00,1,Chicago
Porter Airlines,PD180,ATR 72,05:12:00,05:15:00,3,Chicago
Porter Airlines,PD314,ATR 72,05:14:00,05:16:00,5,New York
Porter Airlines,PD311,Embraer E190,05:13:00,05:16:00,2,Boston
Porter Airlines,PD814,Embraer E190,05:16:00,05:17:00,4,Boston
Porter Airlines,PD185,ATR 72,05:13:00,05:17:00,1,Chicago
Porter Airlines,PD171,ATR 72,05:16:00,05:18:00,3,Montreal
WestJet,PD902,Embraer E190,05:14:00,05:18:00,6,Washington
Air Canada,PD312,Embraer E190,05:18:00,05:19:00,2,Boston
Air Canada,PD539,Embraer E190,05:17:00,05:19:00,6,Montreal
Porter Airlines,PD528,Embraer E190,05:17:00,05:20:00,6,Ottawa
Porter Airlines,PD588,Embraer E190,05:19:00,05:20:00,4,Boston
Porter Airlines,PD504,Embraer E190,05:19:00,05:21:00,4,Montreal
WestJet,PD220,ATR 72,05:17:00,05:21:00,3,Ottawa
Porter Airlines,PD871,Embraer E190,05:21:00,05:22:00,6,Chicago
Porter Airlines,PD919,ATR 72,05:18:00,05:22:00,1,New York
Porter Airlines,PD649,ATR 72,05:19:00,05:23:00,1,Montreal
Air Canada,PD811,Embraer E190,05:21:00,05:23:00,4,New York
Porter Airlines,PD752,Embraer E190,05:22:00,05:24:00,6,Washington
Porter Airlines,PD115,ATR 72,05:21:00,05:24:00,3,Washington
Porter Airlines,PD952,ATR 72,05:23:00,05:25:00,1,Montreal
WestJet,PD449,Embraer E190,05:23:00,05:25:00,6,New York
WestJet,PD133,Embraer E190,05:24:00,05:26:00,4,Ottawa
Porter Airlines,PD587,Embraer E190,05:23:00,05:26:00,2,Ottawa
Porter Airlines,PD783,ATR 72,05:23:00,05:27:00,1,New York
Air Canada,PD884,ATR 72,05:25:00,05:27:00,3,Chicago
Porter Airlines,PD974,Embraer E190,05:26:00,05:28:00,4,Ottawa
Air Canada,PD470,Embraer E190,05:27:00,05:28:00,6,Washington
Air Canada,PD422,Embraer E190,05:25:00,05:29:00,2,Ottawa
Porter Airlines,PD870,ATR 72,05:28:00,05:29:00,1,Montreal
Porter Airlines,PD304,Embraer E190,05:26:00,05:30:00,4,Ottawa
Porter Airlines,PD552,ATR 72,05:28:00,05:30:00,3,Boston
Air Canada,PD358,ATR 72,05:30:00,05:31:00,1,Ottawa
Porter Airlines,PD802,ATR 72,05:27:00,05:31:00,5,New York
Air Canada,PD769,ATR 72,05:31:00,05:32:00,1,Ottawa
Porter Airlines,PD350,Embraer E190,05:28:00,05:32:00,6,Chicago
Air Canada,PD315,ATR 72,05:29:00,05:33:00,5,New York
Porter Airlines,PD416,Embraer E190,05:29:00,05:33:00,4,New York
WestJet,PD482,Embraer E190,05:30:00,05:34:00,2,Montreal
Air Canada,PD156,Embraer E190,05:31:00,05:34:00,6,Ottawa
Porter Airlines,PD323,ATR 72,05:32:00,05:35:00,1,Montreal
Porter Airlines,PD400,Embraer E190,05:32:00,05:35:00,4,Montreal
Air Canada,PD730,ATR 72,05:32:00,05:36:00,5,Montreal
Porter Airlines,PD748,Embraer E190,05:35:00,05:36:00,2,Ottawa
Air Canada,PD477,ATR 72,05:33:00,05:37:00,3,New York
Air Canada,PD362,ATR 72,05:35:00,05:37:00,1,Montreal
Air Canada,PD467,Embraer E190,05:34:00,05:38:00,6,Washington
WestJet,PD230,ATR 72,05:34:00,05:38:00,1,Ottawa
WestJet,PD448,Embraer E190,05:38:00,05:39:00,4,Chicago
Porter Airlines,PD227,Embraer E190,05:35:00,05:39:00,6,New York
WestJet,PD939,Embraer E190,05:36:00,05:40:00,4,Montreal
Air Canada,PD129,ATR 72,05:36:00,05:40:00,5,Chicago
Porter Airlines,PD522,ATR 72,05:39:00,05:41:00,5,Chicago
Porter Airlines,PD360,ATR 72,05:39:00,05:41:00,1,Chicago
Porter Airlines,PD434,Embraer E190,05:40:00,05:42:00,2,Chicago
WestJet,PD237,Embraer E190,05:41:00,05:42:00,6,Montreal
Porter Airlines,PD139,ATR 72,05:40:00,05:43:00,3,New York
Porter Airlines,PD334,Embraer E190,05:42:00,05:43:00,6,Washington
Air Canada,PD693,Embraer E190,05:42:00,05:44:00,2,Ottawa
Air Canada,PD547,Embraer E190,05:43:00,05:44:00,6,Montreal
WestJet,PD391,ATR 72,05:42:00,05:45:00,5,Boston
Porter Airlines,PD798,ATR 72,05:44:00,05:45:00,3,Chicago
Air Canada,PD934,Embraer E190,05:45:00,05:46:00,2,Montreal
WestJet,PD416,ATR 72,05:43:00,05:46:00,5,Chicago
Porter Airlines,PD295,Embraer E190,05:44:00,05:47:00,2,Washington
WestJet,PD292,ATR 72,05:46:00,05:47:00,3,Montreal
WestJet,PD678,ATR 72,05:47:00,05:48:00,1,Montreal
Air Canada,PD704,ATR 72,05:45:00,05:48:00,5,Chicago
Porter Airlines,PD529,ATR 72,05:45:00,05:49:00,3,New York
Porter Airlines,PD480,Embraer E190,05:47:00,05:49:00,2,New York
Air Canada,PD338,Embraer E190,05:48:00,05:50:00,4,Chicago
Porter Airlines,PD887,ATR 72,05:47:00,05:50:00,3,Boston
WestJet,PD513,Embraer E190,05:49:00,05:51:00,6,Montreal
Porter Airlines,PD110,Embraer E190,05:47:00,05:51:00,2,Montreal
Air Canada,PD662,Embraer E190,05:48:00,05:52:00,2,Boston
Porter Airlines,PD928,ATR 72,05:51:00,05:52:00,3,Montreal
WestJet,PD247,ATR 72,05:51:00,05:53:00,5,Washington
Air Canada,PD959,ATR 72,05:52:00,05:53:00,3,New York
WestJet,PD780,Embraer E190,05:51:00,05:54:00,4,Montreal
Air Canada,PD896,ATR 72,05:53:00,05:54:00,3,New York
Air Canada,PD478,ATR 72,05:53:00,05:55:00,5,Washington
WestJet,PD136,Embraer E190,05:53:00,05:55:00,2,Montreal
Air Canada,PD503,Embraer E190,05:52:00,05:56:00,6,New York
Air Canada,PD956,Embraer E190,05:52:00,05:56:00,4,Montreal
Porter Airlines,PD594,Embraer E190,05:54:00,05:57:00,4,Boston
Air Canada,PD793,Embraer E190,05:53:00,05:57:00,2,Montreal
Air Canada,PD639,ATR 72,05:55:00,05:58:00,3,Chicago
Porter Airlines,PD319,ATR 72,05:55:00,05:58:00,5,Ottawa
WestJet,PD871,ATR 72,05:55:00,05:59:00,3,Ottawa
Air Canada,PD193,Embraer E190,05:58:00,05:59:00,6,Ottawa
Porter Airlines,PD760,ATR 72,05:59:00,06:00:00,1,New York
Air Canada,PD866,Embraer E190,05:58:00,06:00:00,2,Montreal
Air Canada,PD475,Embraer E190,05:58:00,06:01:00,6,Chicago
Air Canada,PD962,Embraer E190,05:59:00,06:01:00,4,Ottawa
Porter Airlines,PD675,ATR 72,05:58:00,06:02:00,3,Chicago
Porter Airlines,PD688,Embraer E190,05:58:00,06:02:00,6,New York
Porter Airlines,PD136,ATR 72,06:01:00,06:03:00,3,Chicago
Air Canada,PD478,ATR 72,05:59:00,06:03:00,1,Ottawa
Air Canada,PD275,ATR 72,06:00:00,06:04:00,3,Montreal
Porter Airlines,PD244,Embraer E190,06:00:00,06:04:00,2,Boston
Air Canada,PD179,Embraer E190,06:04:00,06:05:00,2,Boston
WestJet,PD531,Embraer E190,06:04:00,06:05:00,4,Ottawa
WestJet,PD157,Embraer E190,06:04:00,06:06:00,6,Chicago
WestJet,PD653,ATR 72,06:03:00,06:06:00,3,Washington
Porter Airlines,PD675,Embraer E190,06:03:00,06:07:00,2,New York
Air Canada,PD232,Embraer E190,06:06:00,06:07:00,6,Ottawa
WestJet,PD500,ATR 72,06:05:00,06:08:00,3,Montreal
Air Canada,PD601,Embraer E190,06:06:00,06:08:00,2,Washington
Air Canada,PD214,ATR 72,06:06:00,06:09:00,1,Montreal
WestJet,PD890,ATR 72,06:07:00,06:09:00,3,Washington
WestJet,PD738,Embraer E190,06:07:00,06:10:00,4,Boston
Air Canada,PD960,Embraer E190,06:09:00,06:10:00,2,Chicago
Porter Airlines,PD190,Embraer E190,06:09:00,06:11:00,4,Washington
Air Canada,PD386,ATR 72,06:10:00,06:11:00,1,Montreal
Porter Airlines,PD737,ATR 72,06:11:00,06:12:00,1,Ottawa
WestJet,PD291,ATR 72,06:08:00,06:12:00,3,Chicago
Air Canada,PD415,Embraer E190,06:10:00,06:13:00,2,Chicago
Air Canada,PD671,ATR 72,06:11:00,06:13:00,5,Montreal
Porter Airlines,PD476,Embraer E190,06:11:00,06:14:00,6,Montreal
Porter Airlines,PD140,ATR 72,06:12:00,06:14:00,5,Boston
Porter Airlines,PD925,ATR 72,06:12:00,06:15:00,1,New York
Porter Airlines,PD989,ATR 72,06:13:00,06:15:00,3,Boston
Air Canada,PD945,Embraer E190,06:14:00,06:16:00,6,Ottawa
WestJet,PD349,ATR 72,06:12:00,06:16:00,5,New York
Porter Airlines,PD740,ATR 72,06:15:00,06:17:00,1,New York
Air Canada,PD511,Embraer E190,06:16:00,06:17:00,2,Boston
Air Canada,PD576,ATR 72,06:17:00,06:18:00,1,Washington
Porter Airlines,PD254,Embraer E190,06:16:00,06:18:00,2,New York
Air Canada,PD431,Embraer E190,06:18:00,06:19:00,4,Washington
Porter Airlines,PD371,ATR 72,06:16:00,06:19:00,3,Chicago
Porter Airlines,PD229,ATR 72,06:16:00,06:20:00,5,Ottawa
Air Canada,PD452,ATR 72,06:19:00,06:20:00,3,Boston
Air Canada,PD174,Embraer E190,06:20:00,06:21:00,2,Montreal
Air Canada,PD377,ATR 72,06:20:00,06:21:00,5,Washington
Air Canada,PD703,Embraer E190,06:19:00,06:22:00,2,Boston
Porter Airlines,PD339,ATR 72,06:20:00,06:22:00,5,Washington
Air Canada,PD722,Embraer E190,06:21:00,06:23:00,4,Washington
Porter Airlines,PD956,ATR 72,06:20:00,06:23:00,3,New York
Air Canada,PD961,Embraer E190,06:22:00,06:24:00,4,Chicago
Air Canada,PD249,Embraer E190,06:21:00,06:24:00,2,Montreal
Porter Airlines,PD284,ATR 72,06:21:00,06:25:00,5,Ottawa
Porter Airlines,PD147,ATR 72,06:22:00,06:25:00,3,Boston
Porter Airlines,PD935,Embraer E190,06:24:00,06:26:00,6,New York
Air Canada,PD500,Embraer E190,06:22:00,06:26:00,2,Chicago
Air Canada,PD989,Embraer E190,06:25:00,06:27:00,6,Chicago
WestJet,PD632,ATR 72,06:26:00,06:27:00,3,New York
WestJet,PD443,Embraer E190,06:25:00,06:28:00,4,Chicago
Porter Airlines,PD111,Embraer E190,06:27:00,06:28:00,6,Chicago
WestJet,PD138,ATR 72,06:25:00,06:29:00,5,Washington
Air Canada,PD266,ATR 72,06:26:00,06:29:00,3,Chicago
Air Canada,PD114,ATR 72,06:27:00,06:30:00,5,New York
Porter Airlines,PD521,ATR 72,06:29:00,06:30:00,1,Ottawa
Air Canada,PD939,Embraer E190,06:30:00,06:31:00,2,Boston
Air Canada,PD468,ATR 72,06:28:00,06:31:00,1,Montreal
Air Canada,PD825,Embraer E190,06:31:00,06:32:00,2,Ottawa
Porter Airlines,PD654,ATR 72,06:30:00,06:32:00,3,Washington
WestJet,PD373,ATR 72,06:31:00,06:33:00,5,Montreal
WestJet,PD295,ATR 72,06:30:00,06:33:00,3,Washington
